smiles,mol_weight,exact_mol_weight,heavy_atom_count,heteroatom_count,oxygen_nitrogen_count,logp,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,chiral_center_count,unspecified_chiral_center_count,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,estimated_logd_ph74,pka_features_available,nitroso_group_count,nitroso_present,aromatic_amine_count,aromatic_amine_present,michael_acceptor_count,michael_acceptor_present,catechol_ring_count,hydroquinone_ring_count,quinone_ring_count,quinone_or_catechol_alert_count,quinone_or_catechol_present,epoxide_ring_count,epoxide_present,alkyl_halide_count,alkyl_halide_present,aryl_halide_count,aryl_chloride_count,aryl_halide_present,hydroxamic_acid_count,metal_chelator_alert_count,metal_chelator_present,pains_filter_available,pains_alert_count,pains_alert_present,electrophilic_alert_count,electrophilic_alert_present,structural_alert_family_count,mw_le_500,logp_le_5,logp_lt_3,tpsa_gt_75,tpsa_le_140,hbd_le_5,hba_le_10,rotatable_bonds_le_10,aromatic_ring_count_le_3,most_basic_pka_lt_7,most_basic_pka_ge_7,property_alert_count,property_window_pass,basic_aryl_halide_risk_flag
CCCC[NH+]1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,289.44300000000004,289.22743996809004,21.0,3.0,3.0,2.4794399999999994,33.54,2.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,8.446552276611328,13.90919017791748,2.0,1.0,0.08243025824854751,0.9175697417514525,0.9175697162305233,3.096062275082753e-07,1.395526660461723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
CCCC[NH+]1CCCCC1C(=O)Nc1c(C)cccc1C,289.44300000000004,289.22743996809004,21.0,3.0,3.0,2.4794399999999994,33.54,2.0,1.0,3.0,5.0,2.0,1.0,2.0,2.0,8.446552276611328,13.90919017791748,2.0,1.0,0.08243025824854751,0.9175697417514525,0.9175697162305233,3.096062275082753e-07,1.395526660461723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
CCC[NH+]1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,275.41600000000005,275.21178990409,20.0,3.0,3.0,2.089339999999999,33.54,2.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,8.361185073852539,13.904584884643555,2.0,1.0,0.09857041457585122,0.9014295854241487,0.9014295545807877,3.129067843307022e-07,1.0830865831510514,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Cc1cccc(C)c1NC(=O)C1CCCC[NH+]1C,247.36199999999997,247.18048977608998,18.0,3.0,3.0,1.30914,33.54,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,8.301353454589844,13.907339096069336,2.0,1.0,0.11150660587859047,0.8884933941214095,0.8884933594507981,3.1092866981075673e-07,0.35644059663654404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,365.8420000000001,365.060090052,24.0,8.0,6.0,2.714120000000001,92.5,2.0,4.0,6.0,2.0,3.0,2.0,1.0,1.0,4.002722263336182,9.745889663696289,2.0,3.0,0.995112277721283,0.004887722278717033,0.0004004500159276891,0.004489069910906674,2.711992084608867,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
CCN1CC(CC[NH+]2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,379.52400000000006,379.23800465209,28.0,4.0,4.0,1.7562000000000013,33.980000000000004,1.0,2.0,3.0,6.0,4.0,2.0,1.0,1.0,7.3454132080078125,,1.0,0.0,0.5313813802460948,0.4686186197539052,0.4686186197539052,0.0,1.481606332539353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
CCCCCCCCCCNCC[NH2+][C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)[NH2+]C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])c5cc(O)c(C[NH2+]CP(=O)([O-])[O-])c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,1755.6580000000001,1753.6374291219988,121.0,41.0,38.0,-2.985100000000035,620.3200000000002,20.0,28.0,48.0,30.0,12.0,5.0,18.0,0.0,10.154211044311523,1.7689615488052368,5.0,20.0,4.1113582065966665e-09,0.9999999958886417,0.9982419760645707,0.9999976613752954,-11.371114683187786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0
C[NH2+][C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)([NH3+])[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,1450.2790000000002,1448.4374760920898,101.0,35.0,33.0,-2.9715000000000074,539.5200000000002,18.0,24.0,42.0,13.0,12.0,5.0,18.0,0.0,8.87948989868164,2.677241563796997,3.0,18.0,6.075460613482704e-07,0.9999993924539387,0.9679117621031083,0.9999810663937577,-9.187920790271138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0
CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,261.38899999999995,261.19613984009,19.0,3.0,3.0,1.4285999999999992,33.54,2.0,1.0,3.0,7.0,2.0,1.0,0.0,0.0,9.916105270385742,13.899333953857422,2.0,1.0,0.0030378983714404195,0.9969621016285596,0.9969621006664173,3.1671301351679127e-07,-1.088826758933038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
NC(N)=[NH+]CC1COC2(CCCCC2)O1,214.28899999999993,214.15500330009,15.0,5.0,5.0,-1.5837999999999974,84.47000000000001,3.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0,10.299139976501465,,1.0,0.0,0.0012598317251879543,0.998740168274812,0.998740168274812,0.0,-4.483487459408446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
COc1c(C)c2c(c([O-])c1C/C=C(\C)CCC(=O)OCC[NH+]1CCOCC1)C(=O)OC2,433.5010000000003,433.210052332,31.0,8.0,8.0,0.474920000000002,98.56000000000002,1.0,7.0,8.0,9.0,3.0,1.0,0.0,0.0,5.960022449493408,10.523489952087402,1.0,1.0,0.964236923310021,0.03576307668997902,0.035037482484691664,0.0007519403003919772,0.45910375780740104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,502.74600000000027,502.33370218417997,38.0,2.0,2.0,8.239600000000008,0.0,0.0,0.0,0.0,9.0,6.0,4.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,8.239600000000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,4.0,0.0,
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,295.145,294.00940749990997,19.0,5.0,3.0,3.0294,52.16,1.0,3.0,4.0,4.0,2.0,2.0,0.0,0.0,3.8327231407165527,4.085245132446289,1.0,2.0,0.00048408004477450877,0.9995159199552255,0.0002707731077497828,0.9995157888438659,-0.2856828199059849,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,295.145,294.00940749990997,19.0,5.0,3.0,3.408920000000003,52.16,1.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,3.708054542541504,3.509243965148926,1.0,2.0,0.0001285582203588072,0.9998714417796412,0.00020321992010274232,0.9998714156487396,-0.48198014817454204,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Cc1cccc(Nc2ccccc2C(=O)[O-])c1C,240.28199999999998,240.10300226791,18.0,3.0,3.0,2.41054,52.16,1.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,4.36386251449585,3.6337571144104004,1.0,2.0,0.0001711131121925678,0.9998288868878075,0.0009193123164493976,0.9998287294366691,-1.3561767097184618,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
C[NH+]1CCN2c3ncccc3Cc3ccccc3C2C1,266.368,266.16517406009,20.0,3.0,3.0,1.0618000000000005,20.57,1.0,2.0,3.0,0.0,4.0,2.0,2.0,2.0,7.804244041442871,,3.0,0.0,0.2827611615901472,0.7172388384098528,0.7172388384098528,0.0,0.5132197570858631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,875.1060000000002,874.5078570480001,62.0,14.0,14.0,5.601400000000008,170.06,3.0,14.0,17.0,8.0,7.0,0.0,20.0,0.0,,11.654458045959473,0.0,3.0,0.9999443432577857,5.5656742214305055e-05,0.0,5.5656742214273166e-05,5.6013758279113075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,4.0,0.0,
CCC[C@H]([NH2+][C@@H](C)C(=O)N1[C@H](C(=O)[O-])C[C@@H]2CCCC[C@@H]21)C(=O)OCC,368.47400000000016,368.23112212399997,26.0,7.0,7.0,-0.4202999999999959,103.35000000000001,1.0,5.0,6.0,8.0,2.0,0.0,5.0,0.0,5.586093902587891,3.272568702697754,1.0,1.0,7.343798699538853e-05,0.9999265620130046,0.015117443296375765,0.9999254347774813,-4.554379236065749,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c([O-])c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,1084.148,1083.4653768599103,76.0,24.0,24.0,-0.8812799999999856,361.0300000000001,10.0,24.0,34.0,15.0,8.0,2.0,25.0,0.0,,5.6182098388671875,0.0,11.0,0.01625888140881293,0.9837411185911871,0.0,0.9837411185911871,-2.6701893366442007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,5.0,0.0,
CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21,231.231,231.07751579191,17.0,5.0,5.0,0.08831999999999973,75.02000000000001,0.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,2.5229697227478027,6.107388019561768,2.0,1.0,0.04850520859499265,0.9514947914050074,1.3272843033203234e-05,0.9514941475944422,-1.225891623405845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.4690000000002,369.21647510400004,27.0,7.0,7.0,3.4647000000000014,81.93,1.0,6.0,7.0,7.0,4.0,2.0,0.0,0.0,4.15500545501709,13.806275367736816,2.0,1.0,0.9994310711689511,0.0005689288310488649,0.0005685366582395387,3.923959008122545e-07,3.464452847035189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,337.46300000000014,337.20417910400005,25.0,3.0,3.0,4.221000000000004,46.260000000000005,1.0,3.0,4.0,0.0,5.0,1.0,6.0,0.0,,13.062642097473145,0.0,1.0,0.9999978255122863,2.1744877136686824e-06,0.0,2.174487713710564e-06,4.220999055630962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
Nc1cc(Cl)c(NC2=[NH+]CCN2)c(Cl)c1,246.121,245.03552813208998,15.0,6.0,4.0,0.027299999999999935,64.05,4.0,3.0,7.0,1.0,2.0,1.0,0.0,0.0,9.191473960876465,13.305846214294434,3.0,4.0,0.015906039530782214,0.9840939604692178,0.9840939407124524,1.2420905175408464e-06,-1.7711379425434388,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Clc1cccc(Cl)c1NC1=[NH+]CCN1,231.106,230.02462910008998,14.0,5.0,3.0,0.4450999999999998,38.03,3.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,9.239995956420898,13.187870025634766,2.0,2.0,0.014248552567555068,0.9857514474324449,0.985751424210386,1.6297810603089273e-06,-1.4011292510134572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
CC(C)CC([NH+](C)C)C1(c2ccc(Cl)cc2)CCC1,280.86300000000006,280.18265396409,19.0,2.0,1.0,3.3209000000000026,4.44,1.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,9.940459251403809,,1.0,0.0,0.0028727071300210794,0.9971272928699789,0.9971272928699789,0.0,0.7791913523062255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
O=C([O-])c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,403.41400000000004,403.12994528791,30.0,7.0,7.0,1.735499999999999,118.56,3.0,5.0,8.0,7.0,3.0,3.0,1.0,1.0,3.874398708343506,4.288226127624512,1.0,4.0,0.0007722555831935748,0.9992277444168064,0.000298036361992859,0.9992275141879453,-1.37673894318657,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C([NH3+])Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCC[NH3+])C(=O)NC(C(C)O)C(=O)N1,1021.2769999999998,1020.45503321618,71.0,22.0,20.0,-2.2389999999999994,335.4599999999999,13.0,12.0,25.0,17.0,5.0,4.0,10.0,10.0,10.541363716125488,12.176072120666504,3.0,11.0,0.0007216315159725943,0.9992783684840274,0.9992783563991188,1.674636706903491e-05,-5.380684508013089,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
O=C(O[C@H]1C[NH+]2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,363.48100000000005,363.20670452409,27.0,4.0,4.0,2.447800000000001,33.980000000000004,1.0,2.0,3.0,2.0,6.0,2.0,2.0,0.0,8.979864120483398,,1.0,0.0,0.025636393769603805,0.9743636062303962,0.9743636062303962,0.0,0.8566569336349477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,1202.634999999999,1201.8413679919997,85.0,23.0,23.0,3.2690000000000046,278.8,5.0,12.0,17.0,15.0,1.0,0.0,12.0,0.0,,12.915971755981445,0.0,5.0,0.9999969519160772,3.048083922818634e-06,0.0,3.048083922812964e-06,3.268998676231959,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,4.0,0.0,
Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,498.5860000000002,498.205576072,38.0,6.0,6.0,6.507320000000005,78.09,2.0,3.0,5.0,4.0,6.0,5.0,0.0,0.0,6.54328727722168,12.10265064239502,2.0,2.0,0.8778784779901762,0.12212152200982385,0.12210411261159411,1.9830823312585742e-05,6.450754402021187,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=[NH+]CCN1,261.38899999999995,261.19613984009,19.0,3.0,3.0,0.9313400000000001,46.230000000000004,3.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0,10.150236129760742,11.35214900970459,1.0,1.0,0.0017739615107559843,0.998226038489244,0.9982258404299699,0.00011163554704612414,-1.8197158071917925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
c1ccc(CC2=[NH+]CCN2)cc1,161.228,161.10732483609,12.0,2.0,2.0,-0.6885999999999992,26.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,10.35833740234375,,1.0,0.0,0.0010994736856907439,0.9989005263143093,0.9989005263143093,0.0,-3.6474151603878306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
COc1c(C)c2c(c([O-])c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2,318.32500000000005,318.11143545581996,23.0,6.0,6.0,0.7665199999999996,98.72000000000001,0.0,6.0,6.0,6.0,2.0,1.0,0.0,0.0,,4.585151195526123,0.0,2.0,0.0015292783139808641,0.9984707216860191,0.0,0.9984707216860191,-2.0489934699658043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,1.0,
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,422.4640000000001,422.04860081191,28.0,11.0,9.0,-0.8592999999999977,128.73000000000002,1.0,9.0,10.0,7.0,3.0,1.0,2.0,0.0,4.156177997589111,2.615809679031372,1.0,2.0,1.642687266706364e-05,0.9999835731273329,0.0005700728362144029,0.9999835637574775,-5.643745109280334,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
COc1ccc(CN(CC[NH+](C)C)c2ccccn2)cc1,286.399,286.19138880809,21.0,4.0,4.0,1.2412999999999996,29.8,1.0,3.0,4.0,7.0,2.0,2.0,0.0,0.0,8.826260566711426,,3.0,0.0,0.03612117529223002,0.96387882470777,0.96387882470777,0.0,-0.2009381272780757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
