smiles,mol_weight,exact_mol_weight,heavy_atom_count,carbon_atom_count,heteroatom_count,oxygen_nitrogen_count,halogen_atom_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fused_aromatic_ring_count,max_fused_aromatic_system_size,aromatic_n_heterocycle_ring_count,fraction_csp3,formal_charge,positive_formal_atom_count,negative_formal_atom_count,aromatic_nitro_count,aromatic_nitro_present,aromatic_amine_count,aromatic_amine_present,azo_linkage_count,azo_linkage_present,n_nitroso_count,n_nitroso_present,epoxide_ring_count,epoxide_present,alkyl_halide_count,alkyl_halide_present,michael_acceptor_count,michael_acceptor_present,alkyl_oxy_nitrogen_ester_count,alkyl_oxy_nitrogen_ester_present,hydrazine_count,hydrazine_present,isocyanate_count,isocyanate_present,quinone_ring_count,quinone_present,pah_system_count,pah_present,hetero_pah_system_count,hetero_pah_present,polycyclic_alert_present,aromatic_alert_family_count,reactive_alert_family_count,ames_alert_family_count,ames_structural_alert_present
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,444.4880000000002,444.200884616,32.0,22.0,10.0,10.0,0.0,-0.13919999999999944,119.96900000000004,163.17999999999998,8.0,10.0,18.0,12.0,3.0,2.0,1.0,0.0,1.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,238.24599999999998,238.07422756,18.0,14.0,4.0,4.0,0.0,1.6264,68.5738,86.18,2.0,4.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,284.22300000000007,284.032087976,21.0,15.0,6.0,6.0,0.0,1.5714000000000004,70.03790000000001,111.9,3.0,5.0,8.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
COc1c(CO)c(O)cc2c1C(=O)c1ccccc1C2=O,284.26700000000005,284.068473484,21.0,16.0,5.0,5.0,0.0,1.6684999999999999,73.88860000000001,83.82999999999998,2.0,5.0,7.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Cc1cc2c(c(O)c1O)C(=O)c1c(O)cc(O)cc1C2=O,286.23900000000003,286.04773804,21.0,15.0,6.0,6.0,0.0,1.5928200000000001,71.1452,115.06,4.0,6.0,10.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,270.23999999999995,270.05282342000004,20.0,15.0,5.0,5.0,0.0,1.3654999999999993,69.00140000000002,94.83,3.0,5.0,8.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C1c2ccccc2C(=O)c2c1cc(O)c(CO)c2O,270.23999999999995,270.05282342,20.0,15.0,5.0,5.0,0.0,1.3655000000000002,69.0014,94.83000000000001,3.0,5.0,8.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
COc1cc2c(c(O)c1O)C(=O)c1c(O)cc(C)cc1C2=O,300.266,300.063388104,22.0,16.0,6.0,6.0,0.0,1.8958199999999994,76.0324,104.06,3.0,6.0,9.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CC(C)Nc1cccc2c1C(=O)c1ccccc1C2=O,265.31199999999995,265.11027872,20.0,17.0,3.0,3.0,0.0,3.282300000000001,78.50770000000003,46.17,1.0,3.0,4.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
Nc1cccc2c1C(=O)c1ccccc1C2=O,223.231,223.063328528,17.0,14.0,3.0,3.0,0.0,2.0442,64.16140000000001,60.160000000000004,1.0,3.0,4.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
O=C1c2ccccc2C(=O)c2cc(CO)ccc21,238.24199999999996,238.06299418,18.0,15.0,3.0,3.0,0.0,1.9543000000000001,65.67180000000002,54.370000000000005,1.0,3.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,240.21399999999997,240.042258736,18.0,14.0,4.0,4.0,0.0,1.873199999999999,63.07860000000002,74.6,2.0,4.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CN(C)CCNC(=O)c1cccc2c1C(=O)c1ccccc1C2=O,322.3640000000001,322.13174243599997,24.0,19.0,5.0,5.0,0.0,1.7534000000000003,90.63620000000004,66.48,1.0,4.0,5.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
O=Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,268.224,268.037173356,20.0,15.0,5.0,5.0,0.0,1.6856999999999993,68.46610000000001,91.66999999999999,2.0,5.0,7.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,240.21399999999997,240.042258736,18.0,14.0,4.0,4.0,0.0,1.8732000000000002,63.07860000000002,74.60000000000001,2.0,4.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Nc1ccc(N)c2c1C(=O)c1cccc([N+](=O)[O-])c1C2=O,283.24300000000005,283.059305768,21.0,14.0,7.0,7.0,0.0,1.5346000000000002,75.2282,129.32,2.0,6.0,8.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0
COc1c(C=O)c(O)cc2c1C(=O)c1ccccc1C2=O,282.251,282.05282342,21.0,16.0,5.0,5.0,0.0,1.9887,73.35330000000002,80.67,1.0,5.0,6.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
COCc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,284.26700000000005,284.068473484,21.0,16.0,5.0,5.0,0.0,2.0195999999999996,73.79160000000002,83.82999999999998,2.0,5.0,7.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C1c2cc(S(=O)(=O)O)ccc2C(=O)c2c1cccc2[N+](=O)[O-],333.27700000000004,332.994322564,23.0,14.0,9.0,8.0,0.0,1.6169,76.21800000000002,131.65,1.0,6.0,7.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,240.21399999999997,240.042258736,18.0,14.0,4.0,4.0,0.0,1.8732,63.07860000000002,74.6,2.0,4.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C1c2ccccc2C(=O)c2c1cc(O)c(O)c2O,256.21299999999997,256.03717335600004,19.0,14.0,5.0,5.0,0.0,1.5788000000000006,64.74340000000002,94.83000000000001,3.0,5.0,8.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,254.24099999999999,254.0579088,19.0,15.0,4.0,4.0,0.0,2.1816199999999997,67.81560000000002,74.6,2.0,4.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C1c2ccccc2C(=O)c2c1cc(O)c(C(=O)O)c2O,284.22299999999996,284.032087976,21.0,15.0,6.0,6.0,0.0,1.5714000000000004,70.03790000000001,111.9,3.0,5.0,8.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
COc1ccc(N)c2c1C(=O)c1ccccc1C2=O,253.257,253.073893212,19.0,15.0,4.0,4.0,0.0,2.0527999999999995,70.71340000000001,69.39,1.0,4.0,5.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1cccc([N+](=O)[O-])c1C2=O,312.23700000000014,312.03823597599995,23.0,15.0,8.0,8.0,0.0,2.5868200000000003,77.79480000000002,120.41999999999999,0.0,6.0,6.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
CCc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,281.267,281.068807832,21.0,16.0,5.0,5.0,0.0,2.9326000000000008,75.78140000000003,77.28,0.0,4.0,4.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
CC(=O)OCC[C@@H](C=O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,400.33900000000017,400.07943209199993,29.0,20.0,9.0,9.0,0.0,1.5200999999999993,96.46320000000001,158.43,4.0,9.0,13.0,5.0,3.0,2.0,1.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,254.24099999999999,254.0579088,19.0,15.0,4.0,4.0,0.0,2.18162,67.81560000000002,74.6,2.0,4.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C1c2ccccc2C(=O)c2ccccc21,208.21599999999998,208.052429496,16.0,14.0,2.0,2.0,0.0,2.4620000000000006,59.749000000000024,34.14,0.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,240.21399999999997,240.042258736,18.0,14.0,4.0,4.0,0.0,1.8732000000000006,63.07860000000002,74.60000000000001,2.0,4.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Cc1cc(O)c2c(c1)C(=O)c1cc(O)c(O)c(O)c1C2=O,286.23900000000003,286.04773804,21.0,15.0,6.0,6.0,0.0,1.5928200000000001,71.1452,115.06,4.0,6.0,10.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,272.212,272.032087976,20.0,14.0,6.0,6.0,0.0,1.2843999999999998,66.40820000000001,115.06,4.0,6.0,10.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,284.26700000000005,284.068473484,21.0,16.0,5.0,5.0,0.0,2.1902200000000005,74.36760000000001,83.83000000000001,2.0,5.0,7.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,222.243,222.06807956,17.0,15.0,2.0,2.0,0.0,2.7704200000000005,64.48600000000002,34.14,0.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CC(=O)c1c(O)cc(O)c2c1C(=O)c1cc(O)cc(O)c1C2=O,314.249,314.04265266,23.0,16.0,7.0,7.0,0.0,1.487,76.4127,132.13,4.0,7.0,11.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,238.246,238.07422756,18.0,14.0,4.0,4.0,0.0,1.6264,68.5738,86.18,2.0,4.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O,268.276,268.096025624,20.0,14.0,6.0,6.0,0.0,0.7908000000000002,77.3986,138.22,4.0,6.0,10.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
COc1cc(O)c2c(c1)C(=O)c1c(O)c(C)cc(O)c1C2=O,300.266,300.063388104,22.0,16.0,6.0,6.0,0.0,1.89582,76.0324,104.06,3.0,6.0,9.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,267.24,267.053157768,20.0,15.0,5.0,5.0,0.0,2.6786200000000004,71.14040000000001,77.28,0.0,4.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
COc1cccc2c1C(=O)c1ccccc1C2=O,238.242,238.06299418,18.0,15.0,3.0,3.0,0.0,2.4706,66.30100000000002,43.370000000000005,0.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C1c2ccccc2C(=O)c2c(O)cccc21,224.21499999999997,224.047344116,17.0,14.0,3.0,3.0,0.0,2.1675999999999993,61.41380000000002,54.370000000000005,1.0,3.0,4.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Nc1c(C(=O)O)cc([N+](=O)[O-])c2c1C(=O)c1ccccc1C2=O,312.237,312.03823597599995,23.0,15.0,8.0,8.0,0.0,1.6506,77.77510000000002,140.6,2.0,6.0,8.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,270.24,270.05282342,20.0,15.0,5.0,5.0,0.0,1.8872199999999997,69.4804,94.83000000000001,3.0,5.0,8.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CC(=O)Nc1ccc(NC(C)=O)c2c1C(=O)c1ccccc1C2=O,322.32000000000005,322.095356928,24.0,18.0,6.0,6.0,0.0,2.3788,88.35640000000004,92.34,2.0,4.0,6.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,381.02300000000014,378.884352664,19.0,14.0,5.0,3.0,2.0,3.569200000000002,79.56140000000002,60.160000000000004,1.0,3.0,4.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
Nc1cccc2c1C(=O)c1cccc(N)c1C2=O,238.24599999999998,238.07422756,18.0,14.0,4.0,4.0,0.0,1.6264,68.5738,86.18,2.0,4.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
CC(=O)OCc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,312.27700000000004,312.063388104,23.0,17.0,6.0,6.0,0.0,1.9362999999999997,78.54860000000002,100.9,2.0,6.0,8.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CNc1ccc(NCCO)c2c1C(=O)c1ccccc1C2=O,296.3260000000001,296.11609237199997,22.0,17.0,5.0,5.0,0.0,1.9078999999999997,84.87120000000003,78.43,3.0,5.0,8.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
N#[N+]c1cccc2c1C(=O)c1ccccc1C2=O,235.22199999999998,235.05020388409,18.0,14.0,4.0,4.0,0.0,2.946580000000001,64.49300000000001,62.29,0.0,3.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
