smiles,mol_weight,exact_mol_weight,heavy_atom_count,carbon_atom_count,heteroatom_count,oxygen_nitrogen_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fused_aromatic_ring_count,aromatic_atom_fraction,carbon_heavy_atom_fraction,fraction_csp3,formal_charge,positive_formal_atom_count,negative_formal_atom_count,basic_center_count,tertiary_amine_count,quaternary_ammonium_count,aromatic_linker_count,longest_alkyl_chain,adamantane_like_present,most_basic_pka,num_basic_sites,base_protonated_fraction_ph74,pka_features_available,mw_gt_500,mw_ge_300,mw_lt_300,logp_ge_3,logp_le_3,tpsa_gt_75,tpsa_le_75,hba_ge_3,hba_le_2,hbd_le_3,hbd_ge_4,oxygen_nitrogen_ge_4,oxygen_nitrogen_le_3,basic_center_present,cationic_center_present,tertiary_amine_present,most_basic_pka_gt_8,most_basic_pka_lt_8,aromatic_ring_count_ge_2,aromatic_linker_present,long_alkyl_chain_ge_6,bulky_hydrophobic_moiety_present,hydrophobic_large_molecule,aromatic_basic_combo_present,pgp_flowchart_high_likelihood
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@H](C)C3)c(F)c21,351.353,351.139447908,25.0,17.0,8.0,6.0,1.7959,90.43500000000004,74.57000000000001,2.0,5.0,7.0,3.0,3.0,2.0,1.0,2.0,0.4,0.68,0.4117647058823529,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,8.468811988830566,3.0,0.9213643609410835,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,319.336,319.133219656,23.0,16.0,7.0,6.0,1.2683,85.88200000000003,74.57000000000001,2.0,5.0,7.0,3.0,3.0,2.0,1.0,2.0,0.43478260869565216,0.6956521739130435,0.375,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,8.600532531738281,3.0,0.9407174766945336,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,369.3430000000002,369.130026096,26.0,17.0,9.0,6.0,1.6991999999999998,90.76830000000005,65.78,1.0,5.0,6.0,4.0,3.0,2.0,1.0,2.0,0.38461538461538464,0.6538461538461539,0.4117647058823529,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,6.991966247558594,3.0,0.28099479804579663,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,333.36300000000006,333.14886972,24.0,17.0,7.0,6.0,1.6105000000000003,90.50930000000004,65.78,1.0,5.0,6.0,3.0,3.0,2.0,1.0,2.0,0.4166666666666667,0.7083333333333334,0.4117647058823529,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,7.195451736450195,3.0,0.38438200214830653,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
COc1ccc2c(c1)OC[C@H]1[C@@H]2C2=C(OC1(C)C)C1=C(C(=O)C2=O)[C@H]2c3ccc(OC)cc3OC[C@H]2C(C)(C)O1,544.6000000000004,544.2097179839999,40.0,32.0,8.0,8.0,4.866000000000005,143.8339999999998,89.52000000000001,0.0,8.0,8.0,2.0,7.0,2.0,5.0,0.0,0.3,0.8,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0
C[C@@H](NCCC(c1ccccc1)c1ccccc1)c1ccccc1,315.46000000000004,315.1986998,24.0,23.0,1.0,1.0,5.5594000000000054,102.20370000000004,12.03,1.0,1.0,2.0,7.0,3.0,3.0,0.0,0.0,0.75,0.9583333333333334,0.21739130434782608,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,9.501733779907227,1.0,0.9921504680467671,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
C=C1C=C[C@@]2(C)C(=C1)CC[C@H]1[C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F,390.4950000000002,390.22063769199997,28.0,23.0,5.0,4.0,2.882800000000001,104.07740000000004,77.76,3.0,4.0,7.0,2.0,4.0,0.0,4.0,0.0,0.0,0.8214285714285714,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C1C=C[C@@]2(C)C(=C1)CC[C@H]1[C@@H]3C[C@H](C)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F,390.4950000000002,390.22063769199997,28.0,23.0,5.0,4.0,2.882800000000001,104.07740000000004,77.76,3.0,4.0,7.0,2.0,4.0,0.0,4.0,0.0,0.0,0.8214285714285714,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1(C)O[C@@H]2C[C@@H]3[C@H]4CCC5=CC(=O)CC[C@@]5(C)[C@@]4(F)[C@@H](O)C[C@@]3(C)[C@]2(C(=O)CCl)O1,454.96600000000024,454.1922300239999,31.0,24.0,7.0,5.0,3.889300000000003,112.32680000000005,72.83,1.0,5.0,6.0,2.0,5.0,0.0,5.0,0.0,0.0,0.7741935483870968,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0
COc1ccc(CCN(C)CCCN2C(=O)[C@H]3C4c5ccccc5C(c5ccccc54)[C@@H]3C2=O)cc1OC,510.63400000000024,510.25185756799993,38.0,32.0,6.0,6.0,4.460400000000004,145.6339999999998,59.08,0.0,5.0,5.0,9.0,7.0,3.0,4.0,0.0,0.47368421052631576,0.8421052631578947,0.375,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,9.3948335647583,1.0,0.9899817098355247,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
C=CCn1c(SCCCC)nc2c(c1=O)C1(CCCC1)Cc1ccccc1-2,380.5570000000002,380.192234516,27.0,23.0,4.0,3.0,5.356400000000005,113.61200000000002,34.89,0.0,4.0,4.0,6.0,4.0,2.0,2.0,0.0,0.4444444444444444,0.8518518518518519,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.263859272003174,2.0,7.3089686273952235e-06,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,383.4000000000002,383.136887392,28.0,21.0,7.0,7.0,2.8732000000000015,99.34250000000006,66.46000000000001,0.0,7.0,7.0,3.0,5.0,2.0,3.0,0.0,0.42857142857142855,0.75,0.38095238095238093,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.008148193359375,1.0,0.038983345541823915,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,413.4260000000003,413.147452076,30.0,22.0,8.0,8.0,2.881800000000001,105.89450000000006,75.69000000000001,0.0,8.0,8.0,4.0,5.0,2.0,3.0,0.0,0.4,0.7333333333333333,0.4090909090909091,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.869063854217529,1.0,0.028606136704756976,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Cc1c(C(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C[C@H](O)CN(C(C)C)C(C)C,435.5680000000002,435.252191916,32.0,26.0,6.0,6.0,3.658120000000003,127.62530000000005,67.47,1.0,6.0,7.0,9.0,3.0,3.0,0.0,0.0,0.53125,0.8125,0.38461538461538464,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,9.417969703674316,1.0,0.9904965073144115,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Cc1c(C(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C[C@@H](O)CNC(C)(C)C,407.5140000000002,407.220891788,30.0,24.0,6.0,6.0,2.9274200000000015,118.40300000000005,76.26,2.0,6.0,8.0,7.0,3.0,3.0,0.0,0.0,0.5666666666666667,0.8,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,9.341521263122559,1.0,0.9886880359641383,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Cc1c(C(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C[C@@H](O)CNC(C)C,393.48700000000014,393.205241724,29.0,23.0,6.0,6.0,2.5373200000000002,113.78600000000004,76.26,2.0,6.0,8.0,8.0,3.0,3.0,0.0,0.0,0.5862068965517241,0.7931034482758621,0.30434782608695654,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,9.082096099853516,1.0,0.9796311510837684,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
O=C1C=CC(=O)c2c1ccc1c2ccc2ccccc21,258.276,258.06807956,20.0,18.0,2.0,2.0,3.928200000000002,79.25500000000004,34.14,0.0,2.0,2.0,0.0,4.0,3.0,1.0,3.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0
c1ccc(Nc2ccc3ccccc3c2)cc1,219.287,219.104799416,17.0,16.0,1.0,1.0,4.583400000000002,73.67270000000005,12.03,1.0,1.0,2.0,2.0,3.0,3.0,0.0,2.0,0.9411764705882353,0.9411764705882353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.745779514312744,1.0,0.002212166027840777,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
CCCc1cc(=O)[nH]c(=S)[nH]1,170.237,170.05138394,11.0,7.0,4.0,3.0,1.38499,46.2424,48.65,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.5454545454545454,0.6363636363636364,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.315493583679199,3.0,8.231099185310841e-05,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)COC[C@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,366.5490000000002,366.267113708,27.0,24.0,3.0,3.0,4.830200000000005,114.18600000000008,15.71,0.0,3.0,3.0,10.0,3.0,2.0,1.0,0.0,0.4444444444444444,0.8888888888888888,0.5,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,9.041075706481934,2.0,0.9776585429571173,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C(CCc1ccccc1)c1cc(Oc2ccccc2)ccc1OC[C@@H](O)CN1CCCCC1,459.58600000000035,459.240958536,34.0,29.0,5.0,5.0,5.520000000000007,133.8443,59.00000000000001,1.0,5.0,6.0,11.0,4.0,3.0,1.0,0.0,0.5294117647058824,0.8529411764705882,0.3448275862068966,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,8.794368743896484,1.0,0.9612331944342744,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
N#Cc1c2n(c3c(N4CCN(CCc5ccccc5)CC4)nc(-c4ccccc4)nc13)CCCC2,462.60100000000034,462.25319496000003,35.0,29.0,6.0,6.0,4.670980000000005,139.41599999999988,60.980000000000004,0.0,6.0,6.0,5.0,6.0,4.0,2.0,2.0,0.6,0.8285714285714286,0.3448275862068966,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,6.981261730194092,5.0,0.27604197075883347,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
CC(=O)Nc1ccc(-c2nc(N3CCN(CCc4ccccc4)CC3)c3c(n2)c(C#N)c2n3CCCC2)cc1,519.6530000000004,519.2746586760001,39.0,31.0,8.0,8.0,4.629380000000005,153.7196999999997,90.08000000000001,1.0,7.0,8.0,6.0,6.0,4.0,2.0,2.0,0.5384615384615384,0.7948717948717948,0.3548387096774194,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,7.02390193939209,6.0,0.2960877609524124,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Cc1ccccc1-c1nc(N2CCN(CCc3ccc(F)c(F)c3)CC2)c2c(n1)c(C#N)c1n2CCCC1,512.6080000000004,512.2500014000001,38.0,30.0,8.0,6.0,5.2576000000000045,144.06899999999985,60.980000000000004,0.0,6.0,6.0,5.0,6.0,4.0,2.0,2.0,0.5526315789473685,0.7894736842105263,0.36666666666666664,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,6.789878845214844,5.0,0.19704668780653428,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,270.339,270.02451756,17.0,9.0,8.0,6.0,1.2295199999999997,66.30890000000002,97.97,2.0,6.0,8.0,3.0,2.0,2.0,0.0,0.0,0.6470588235294118,0.5294117647058824,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.13456392288208,4.0,0.0005424107559678085,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,348.446,348.183778008,26.0,22.0,4.0,4.0,4.015320000000003,104.83880000000005,53.43000000000001,1.0,3.0,4.0,6.0,3.0,2.0,1.0,0.0,0.46153846153846156,0.8461538461538461,0.2727272727272727,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.183340072631836,2.0,0.9837981014858738,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
CC[C@H](C1=C([C@H](CC)c2ccccc2)OCCCN2CCN(CCCO1)CC2)c1ccccc1,462.67800000000034,462.324628584,34.0,30.0,4.0,4.0,6.030200000000007,139.9919999999999,24.94,0.0,4.0,4.0,6.0,5.0,2.0,3.0,0.0,0.35294117647058826,0.8823529411764706,0.5333333333333333,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,7.688620567321777,2.0,0.6602869933505492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,218.25599999999994,218.105527688,16.0,12.0,4.0,4.0,1.4735000000000003,59.71270000000003,49.410000000000004,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.375,0.75,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1coc(CNc2ncnc3nc[nH]c23)c1,215.216,215.080709908,16.0,10.0,6.0,6.0,1.5579999999999996,57.71840000000001,79.63,2.0,5.0,7.0,3.0,3.0,3.0,0.0,2.0,0.875,0.625,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.7510833740234375,4.0,0.002239287075620977,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
CC(=O)O[C@@H]1C[C@]2(C)[C@@H](C[C@@H](O)[C@@H]3[C@]4(C)CC[C@@H](O)[C@H](C)[C@H]4CC[C@]32C)/C1=C(\CCC=C(C)C)C(=O)O,516.7190000000004,516.3450892559999,37.0,31.0,6.0,6.0,5.6661000000000055,142.55139999999994,104.06000000000002,3.0,5.0,8.0,5.0,4.0,0.0,4.0,0.0,0.0,0.8378378378378378,0.8064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0
COc1c2c(cc3oc(-c4ccccc4)cc(=O)c13)OC(c1ccccc1)(c1ccccc1)O2,448.47400000000016,448.13107374,34.0,29.0,5.0,5.0,6.141100000000006,129.39199999999997,57.900000000000006,0.0,5.0,5.0,4.0,6.0,5.0,1.0,2.0,0.8235294117647058,0.8529411764705882,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0
CCCNC[C@H](O)COc1ccc(O)cc1C(=O)CCc1ccccc1,357.4500000000001,357.194008344,26.0,21.0,5.0,5.0,2.947000000000001,101.86280000000004,78.78999999999999,3.0,5.0,8.0,11.0,2.0,2.0,0.0,0.0,0.46153846153846156,0.8076923076923077,0.38095238095238093,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,9.107328414916992,1.0,0.9807587285281922,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
CCCN(CCC)C[C@@H](O)COc1ccc(O)cc1C(=O)CCc1ccccc1,399.5310000000002,399.240958536,29.0,24.0,5.0,5.0,4.0694000000000035,115.72410000000004,70.0,2.0,5.0,7.0,13.0,2.0,2.0,0.0,0.0,0.41379310344827586,0.8275862068965517,0.4583333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,8.881771087646484,1.0,0.9680745010515065,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
CCCNC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1,341.4510000000001,341.199093724,25.0,21.0,4.0,4.0,3.2414000000000023,100.19800000000004,58.559999999999995,2.0,4.0,6.0,11.0,2.0,2.0,0.0,0.0,0.48,0.84,0.38095238095238093,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,9.07954216003418,1.0,0.9795134769943309,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
CC(C)N(C[C@H](O)COc1ccc(O)cc1C(=O)CCc1ccccc1)C(C)C,399.5310000000002,399.240958536,29.0,24.0,5.0,5.0,4.066200000000004,115.68010000000004,70.0,2.0,5.0,7.0,11.0,2.0,2.0,0.0,0.0,0.41379310344827586,0.8275862068965517,0.4583333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,9.382916450500488,1.0,0.989705868894242,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
CCN(CC)C[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,355.4780000000001,355.214743788,26.0,22.0,4.0,4.0,3.5836000000000023,104.82530000000004,49.77,1.0,4.0,5.0,11.0,2.0,2.0,0.0,0.0,0.46153846153846156,0.8461538461538461,0.4090909090909091,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,9.042662620544434,1.0,0.97773821573605,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C(O)COc1ccccc1C(=O)CCc1ccccc1,284.311,284.104858992,21.0,17.0,4.0,4.0,2.9655000000000014,78.66630000000004,63.6,1.0,3.0,4.0,7.0,2.0,2.0,0.0,0.0,0.5714285714285714,0.8095238095238095,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N(C[C@H](O)COc1ccccc1C(=O)CCc1ccccc1)C(C)C,383.5320000000001,383.246043916,28.0,24.0,4.0,4.0,4.360600000000004,114.01530000000005,49.77,1.0,4.0,5.0,11.0,2.0,2.0,0.0,0.0,0.42857142857142855,0.8571428571428571,0.4583333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,9.357019424438477,1.0,0.989080264675663,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
CCCN(CCC)C[C@@H](O)COc1ccc(C(=O)CCc2ccccc2)cc1,383.5320000000001,383.246043916,28.0,24.0,4.0,4.0,4.363800000000004,114.05930000000004,49.77,1.0,4.0,5.0,13.0,2.0,2.0,0.0,0.0,0.42857142857142855,0.8571428571428571,0.4583333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,8.85175895690918,1.0,0.9658682213582884,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,341.4510000000001,341.199093724,25.0,21.0,4.0,4.0,3.2414000000000023,100.19800000000004,58.559999999999995,2.0,4.0,6.0,11.0,2.0,2.0,0.0,0.0,0.48,0.84,0.38095238095238093,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,9.07954216003418,1.0,0.9795134769943309,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
CCN(CC)C[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1,355.4780000000001,355.214743788,26.0,22.0,4.0,4.0,3.5836000000000023,104.82530000000004,49.77,1.0,4.0,5.0,11.0,2.0,2.0,0.0,0.0,0.46153846153846156,0.8461538461538461,0.4090909090909091,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,9.042662620544434,1.0,0.97773821573605,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
CN(C)C[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,327.424,327.18344366,24.0,20.0,4.0,4.0,2.803400000000001,95.59130000000005,49.77,1.0,4.0,5.0,9.0,2.0,2.0,0.0,0.0,0.5,0.8333333333333334,0.35,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,8.477272033691406,1.0,0.922764191120621,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
