smiles,mol_weight,exact_mol_weight,heavy_atom_count,heteroatom_count,logp,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fraction_csp3,formal_charge,amide_bond_count,primary_amide_count,lactam_count,gamma_lactam_count,nitrile_count,aldehyde_count,ketone_count,michael_acceptor_count,electrophilic_warhead_count,carbamate_count,urea_count,sulfonamide_count,polar_amide_like_group_count,branched_sp3_carbon_count,small_aliphatic_carbocycle_count,bridgehead_atom_count,spiro_atom_count,has_electrophilic_warhead,p1_glutamine_mimic_present,s1_hbond_proxy_present,p2_hydrophobic_sidechain_present,p2_hydrophobic_proxy_score,p3_p4_polar_substituent_present,mpro_structural_motif_count,rotatable_bonds_le_10,tpsa_le_140,logp_lt_5,mol_weight_le_500,hbd_le_5,hba_le_10,total_hbond_donors_acceptors_le_12,aromatic_ring_count_le_3,fraction_csp3_ge_0p4,mpro_physchem_rule_pass_count,mpro_physchem_window_pass,mpro_design_rule_pass_count
CC(C)(CO)NC(=O)c1cccc(Cl)c1,227.691,227.071306368,15.0,4.0,1.8407000000000002,49.33,2.0,2.0,4.0,3.0,1.0,1.0,0.0,0.36363636363636365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
COCC(=O)Nc1ccc(O)cc1,181.191,181.073893212,13.0,4.0,0.9770999999999999,58.56,2.0,3.0,5.0,3.0,1.0,1.0,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
COCC(=O)Nc1ccccc1C(N)=O,208.21699999999998,208.084792244,15.0,5.0,0.3704000000000002,81.41999999999999,2.0,3.0,5.0,4.0,1.0,1.0,0.0,0.2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
N#CCC(=O)Nc1ccc(Cl)cc1,194.62099999999998,194.024690524,13.0,4.0,2.1921799999999996,52.89,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,11.0
Cc1cc(C)c(C(C)NC(=O)CCl)cc1C,239.74599999999998,239.107691876,16.0,3.0,3.0278600000000013,29.1,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.46153846153846156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
COC(=O)c1ccc(NC(=O)C(F)(F)F)cc1,247.17199999999997,247.045627776,17.0,7.0,1.9739999999999998,55.4,1.0,3.0,4.0,2.0,1.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CN(CCO)S(=O)(=O)c1ccc(N)cc1,230.289,230.072513308,15.0,6.0,-0.11840000000000045,83.63,2.0,4.0,6.0,4.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
COCC(=O)NCc1ccccc1,179.21900000000002,179.094628656,13.0,3.0,0.9491999999999998,38.33,1.0,2.0,3.0,4.0,1.0,1.0,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
COCC(=O)Nc1cccc(NC(C)=O)c1,222.244,222.100442308,16.0,5.0,1.2299,67.43,2.0,3.0,5.0,4.0,1.0,1.0,0.0,0.2727272727272727,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CN(Cc1cccc(C(F)(F)F)c1)C(=O)CCl,265.6619999999999,265.048126312,17.0,6.0,2.9026000000000014,20.310000000000002,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.36363636363636365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
COC(=O)COc1ccc(C#N)cc1,191.186,191.058243148,14.0,4.0,1.11008,59.32,0.0,4.0,4.0,3.0,1.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
Cc1ccccc1OCC(=O)N(C)C,193.24599999999998,193.11027872,14.0,3.0,1.46202,29.54,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.36363636363636365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CC(=O)c1cccc(NC(=O)C(F)(F)F)c1,231.17299999999994,231.050713156,16.0,6.0,2.3899999999999997,46.17,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
CC(C)(C)c1ccc(C(=O)NNC(=O)CCl)cc1,268.74399999999997,268.097855464,18.0,5.0,1.9839,58.2,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0.38461538461538464,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
CC(NC(=O)CCl)c1ccc(Cl)cc1,232.11,231.021769332,14.0,4.0,2.756000000000001,29.1,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
CNC(=O)c1ccc(CS(C)(=O)=O)cc1,227.28499999999997,227.061614276,15.0,5.0,0.5907999999999998,63.24,1.0,3.0,4.0,3.0,1.0,1.0,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
Cc1c(Cl)cccc1NC(=O)CN,198.65299999999996,198.055990652,13.0,4.0,1.5456199999999995,55.120000000000005,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
O=C(Nc1cccc(Cl)c1)C(F)(F)F,223.58099999999993,223.00117612,14.0,6.0,2.8408000000000007,29.1,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
COCC(=O)Nc1c(C)cc(C)cc1C,207.273,207.125928784,15.0,3.0,2.1967600000000003,38.33,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.4166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
CC(=O)Nc1ccc(NC(=O)CC(C)C)cc1,234.29899999999998,234.136827816,17.0,4.0,2.629600000000001,58.2,2.0,2.0,4.0,4.0,1.0,1.0,0.0,0.38461538461538464,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
COc1ccc(Cl)cc1C(=O)NCC(C)C,241.718,241.086956432,16.0,4.0,2.734400000000001,38.33,1.0,2.0,3.0,4.0,1.0,1.0,0.0,0.4166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
CCC(=O)Nc1ccc(S(N)(=O)=O)cc1,228.27299999999997,228.056863244,15.0,6.0,0.6825000000000001,89.25999999999999,2.0,3.0,5.0,3.0,1.0,1.0,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
CCNC(=O)c1ccc(N(C)C)c(F)c1,210.25199999999995,210.11684132,15.0,4.0,1.6414000000000002,32.34,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.36363636363636365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CCOc1ccc(NC(=O)NC(C)(C)C)cc1,236.315,236.15247788,17.0,4.0,3.005300000000001,50.36,2.0,2.0,4.0,3.0,1.0,1.0,0.0,0.46153846153846156,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
CCOC(=O)c1ccc(F)cc1F,186.15699999999995,186.049235936,13.0,4.0,2.1415000000000006,26.3,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0
COCC(=O)NCc1ccc(C)cc1,193.246,193.11027872,14.0,3.0,1.2576200000000002,38.33,1.0,2.0,3.0,4.0,1.0,1.0,0.0,0.36363636363636365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
C[C@H](O)CNCc1c(Cl)cccc1Cl,234.126,233.037419396,14.0,4.0,2.463800000000001,32.26,2.0,2.0,4.0,4.0,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
CNS(=O)(=O)c1ccccc1Cl,205.666,204.996427176,12.0,5.0,1.2481,46.17,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CC(C)(C(N)=O)c1ccccc1,163.22,163.099714036,12.0,2.0,1.4495000000000002,43.09,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
COc1ccc(CNC(=O)CC#N)cc1,204.22899999999998,204.089877624,15.0,4.0,1.22508,62.12,1.0,3.0,4.0,4.0,1.0,1.0,0.0,0.2727272727272727,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,11.0
CC[C@H](CO)NC(=O)Nc1ccc(Cl)cc1,242.70600000000002,242.0822054,16.0,5.0,2.2324,61.36,3.0,2.0,5.0,4.0,1.0,1.0,0.0,0.36363636363636365,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
CN(C)C(=O)CNc1ccccc1,178.235,178.110613068,13.0,3.0,1.1866999999999996,32.34,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,242.29999999999998,242.072513308,16.0,6.0,0.8078,75.27000000000001,2.0,3.0,5.0,4.0,1.0,1.0,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
Cc1cc(C)c(NC(=O)CCl)c(Cl)c1,232.10999999999999,231.021769332,14.0,4.0,3.1341400000000013,29.1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CNS(=O)(=O)c1cccc(C)c1F,203.23799999999997,203.04162778,13.0,5.0,1.04222,46.17,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CCNc1ccc(S(C)(=O)=O)cc1F,217.26499999999996,217.057277844,14.0,5.0,1.661,46.17,1.0,3.0,4.0,3.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0
CCN(CC)S(=O)(=O)c1ccc(C)cc1,227.329,227.097999784,15.0,4.0,2.02552,37.38,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
CCOc1ccc(C(C)N)cc1,165.23599999999996,165.1153641,12.0,2.0,2.1049999999999995,35.25,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
COc1cccc(C(N)CC(=O)O)c1,195.218,195.089543276,14.0,4.0,1.1697,72.55,2.0,3.0,5.0,4.0,1.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
C[C@H](O)CNC(=O)Nc1ccccc1,194.234,194.105527688,14.0,4.0,1.1889,61.36,3.0,2.0,5.0,3.0,1.0,1.0,0.0,0.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
CC(Oc1ccc(C#N)cc1)C(N)=O,190.20199999999997,190.07422756,14.0,4.0,0.81088,76.10999999999999,1.0,3.0,4.0,3.0,1.0,1.0,0.0,0.2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,11.0
CNCc1cccc(Cl)c1,155.628,155.050177,10.0,2.0,2.0594,12.03,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0
CNC(=O)c1ccc(S(N)(=O)=O)cc1,214.24599999999998,214.04121318,14.0,6.0,-0.3064000000000002,89.25999999999999,2.0,3.0,5.0,2.0,1.0,1.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
COc1ccc(NC(=O)CN)cc1,180.207,180.089877624,13.0,4.0,0.5923999999999998,64.35,2.0,3.0,5.0,3.0,1.0,1.0,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CCOC(=O)Nc1cccc(Cl)c1,199.637,199.04000624,13.0,4.0,2.908400000000001,38.33,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
COc1ccc(C(=O)NCC(N)=O)cc1,208.21699999999998,208.084792244,15.0,5.0,-0.08970000000000028,81.41999999999999,2.0,3.0,5.0,4.0,1.0,1.0,0.0,0.2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CCC(C)NC(=O)c1ccccc1N,192.262,192.126263132,14.0,3.0,1.7971,55.120000000000005,2.0,2.0,4.0,3.0,1.0,1.0,0.0,0.36363636363636365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
CS(=O)(=O)CC(O)c1ccccc1,200.25900000000001,200.050715244,13.0,4.0,0.7646000000000004,54.370000000000005,1.0,3.0,4.0,3.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CC(Oc1ccc(Cl)cc1)C(N)=O,199.63699999999997,199.04000624,13.0,4.0,1.5925999999999996,52.32,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.2222222222222222,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
COc1ccc(C(N)C(=O)O)cc1,181.191,181.073893212,13.0,4.0,0.7796000000000001,72.55,2.0,3.0,5.0,3.0,1.0,1.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CC(C)(CO)NC(=O)Nc1ccc(Cl)cc1,242.70600000000002,242.0822054,16.0,5.0,2.2324,61.36,3.0,2.0,5.0,3.0,1.0,1.0,0.0,0.36363636363636365,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
CNC(C)c1ccc(F)cc1,153.2,153.095377604,11.0,2.0,2.1060999999999996,12.03,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CC(O)COc1cccc(F)c1,170.18299999999996,170.074307812,12.0,3.0,1.5853,29.46,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CC(Cc1ccc(Br)cc1)C(N)=O,242.11599999999996,241.010226104,13.0,3.0,2.1129999999999995,43.09,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
CC(CS(N)(=O)=O)c1ccccc1,199.27500000000003,199.066699656,13.0,4.0,1.0786000000000002,60.160000000000004,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
CC(NS(C)(=O)=O)c1ccccc1Cl,233.72,233.027727304,14.0,5.0,1.9502,46.17,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
