smiles,mol_weight,exact_mol_weight,heavy_atom_count,total_atom_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,heteroatom_count,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fraction_csp3,stereocenter_count,formal_charge,positive_formal_atom_count,negative_formal_atom_count,abs_formal_charge,labute_asa,labute_asa_per_heavy_atom,aromatic_heavy_atom_fraction,fused_aromatic_ring_count,intramolecular_hbond_pair_count,intramolecular_hbond_potential_present,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,net_charge_proxy_ph74,estimated_logd_ph74,has_amphoteric_sites,ionizable_center_present,moderate_basic_pka_8_12,moderate_acidic_pka_2_6,any_moderate_pka_2_12,pka_features_available,mw_le_500,logp_le_5,hbd_le_5,hba_le_10,lipinski_pass,lipinski_violation_count,rotatable_bonds_le_10,tpsa_le_140,veber_pass,logp_le_5p88,tpsa_le_131p6,egan_pass,ghose_mw_in_160_480,ghose_logp_in_neg0p4_5p6,ghose_atom_count_in_20_70,ghose_mr_in_40_130,ghose_pass,oprea_hbd_lt_2,oprea_hba_in_2_10,oprea_rotatable_bonds_in_2_8,oprea_ring_count_in_1_4,oprea_pass,mw_le_300,logp_le_3,hbd_le_3,hba_le_3,rule_of_3_pass,muegge_mw_in_200_600,muegge_logp_in_neg2_5,tpsa_le_150,rotatable_bonds_le_15,ring_count_le_7,muegge_pass,pfizer_3_75_risk,pfizer_3_75_safe,aromatic_ring_count_le_3,fraction_csp3_ge_0p4,fraction_csp3_distance_to_0p45,stereocenter_count_ge_1,crystal_packing_risk_proxy,oral_bioavailability_rule_pass_count,oral_bioavailability_screen_pass
CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,243.30999999999997,243.137162164,18.0,35.0,1.3435,71.68930000000002,70.91,3.0,2.0,5.0,4.0,2.0,3.0,2.0,1.0,0.35714285714285715,1.0,0.0,0.0,0.0,0.0,105.55732458576142,5.864295810320079,0.5,2.0,2.0,1.0,10.302037239074707,13.63143253326416,3.0,3.0,0.0012514648644368972,0.998748535135563,0.9987485344010727,5.869041924679714e-07,0.9987479474968802,-1.559081338940598,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.09285714285714286,1.0,0.0,7.0,1.0
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,388.8150000000001,388.10506608400004,27.0,44.0,1.5679999999999998,96.38050000000004,91.75999999999999,0.0,7.0,7.0,10.0,2.0,4.0,2.0,2.0,0.35294117647058826,1.0,0.0,0.0,0.0,0.0,160.07467254360114,5.928691575688931,0.4444444444444444,0.0,7.0,1.0,6.609216213226318,,4.0,0.0,0.8606677243927114,0.13933227560728856,0.1393322756072886,0.0,0.1393322756072886,1.5028355169415317,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.09705882352941175,1.0,0.0,6.0,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,416.5180000000003,416.23112212399997,30.0,62.0,2.3831999999999995,111.79750000000007,95.94000000000001,2.0,5.0,7.0,7.0,9.0,3.0,1.0,2.0,0.6086956521739131,5.0,0.0,0.0,0.0,0.0,177.32579789282644,5.910859929760881,0.2,0.0,5.0,1.0,5.523368835449219,3.3712871074676514,1.0,1.0,9.236655568809416e-05,0.9999076334443119,0.013111039516633305,0.9999064063340593,-0.986795366817426,-1.6512852507426707,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.15869565217391307,1.0,0.0,6.0,1.0
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,557.8400000000003,557.4312847240899,40.0,97.0,5.965900000000007,156.37039999999976,55.84,0.0,5.0,5.0,6.0,4.0,6.0,0.0,6.0,0.9411764705882353,10.0,1.0,1.0,0.0,1.0,243.02712736784562,6.075678184196141,0.0,0.0,1.0,1.0,8.433209419250488,,1.0,0.0,0.08478405047852755,0.9152159495214724,0.9152159495214724,0.0,0.9152159495214724,4.89421416073956,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.49117647058823527,1.0,0.0,1.0,0.0
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,654.6059999999999,653.2212814800001,43.0,83.0,3.192800000000001,164.15819999999968,118.21,3.0,6.0,9.0,11.0,5.0,7.0,2.0,5.0,0.59375,6.0,0.0,0.0,0.0,0.0,259.4513360996284,6.033752002316939,0.20930232558139536,2.0,13.0,1.0,6.716143608093262,9.687541961669922,2.0,3.0,0.8241927625393194,0.1758072374606806,0.17155627925734748,0.005131257678581271,0.1664250215787662,3.108828796547419,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.14375,1.0,0.0,3.0,0.0
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,341.4510000000001,341.199093724,25.0,52.0,3.2414000000000023,100.19800000000004,58.559999999999995,2.0,4.0,6.0,4.0,11.0,2.0,2.0,0.0,0.38095238095238093,1.0,0.0,0.0,0.0,0.0,149.39213962048515,5.975685584819406,0.48,0.0,3.0,1.0,9.07954216003418,13.813326835632324,1.0,1.0,0.020486515096310765,0.9795134849036893,0.9795134769943309,3.860761704018184e-07,0.9795130909181605,1.552868088066334,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.06904761904761908,1.0,0.0,4.0,0.0
CCCN(CCC)CCc1cccc2c1CC(=O)N2,260.3809999999999,260.188863388,19.0,43.0,2.845700000000001,79.50170000000004,32.34,1.0,2.0,3.0,3.0,7.0,2.0,1.0,1.0,0.5625,0.0,0.0,0.0,0.0,0.0,115.54621106378902,6.081379529673106,0.3157894736842105,0.0,1.0,1.0,9.916105270385742,13.899333953857422,2.0,1.0,0.0030378983714404195,0.9969621016285596,0.9969621006664173,3.1671301351679127e-07,0.9969617839534038,0.32827324106696354,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.11249999999999999,0.0,0.0,8.0,1.0
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,1019.2609999999999,1018.4404803120002,71.0,137.0,-0.8053999999999897,272.0537999999996,332.21999999999997,13.0,14.0,27.0,22.0,17.0,5.0,4.0,1.0,0.4489795918367347,10.0,0.0,0.0,0.0,0.0,419.7022614216031,5.911299456642297,0.29577464788732394,2.0,37.0,1.0,10.541358947753906,12.176071166992188,3.0,11.0,0.000721639433483762,0.9992783605665162,0.9992783484814485,1.6746403842079276e-05,0.9992616020776064,-3.9470797430984774,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0010204081632653184,1.0,1.0,1.0,0.0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,478.8850000000002,478.114293376,33.0,56.0,0.4390000000000007,114.55090000000003,181.61999999999998,6.0,9.0,15.0,11.0,2.0,4.0,1.0,3.0,0.4090909090909091,5.0,0.0,0.0,0.0,0.0,192.73250308009565,5.8403788812150195,0.18181818181818182,0.0,31.0,1.0,6.800401210784912,4.324143409729004,2.0,7.0,0.0006704640544217955,0.9993295359455782,0.2009082821416175,0.9991609673339893,-0.7982526851923718,-2.7346245010110852,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.040909090909090895,1.0,0.0,2.0,0.0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,464.8580000000002,464.098643312,32.0,53.0,0.2649000000000006,109.93990000000001,181.61999999999998,6.0,9.0,15.0,11.0,2.0,4.0,1.0,3.0,0.38095238095238093,5.0,0.0,0.0,0.0,0.0,186.36756096569903,5.823986280178095,0.1875,0.0,31.0,1.0,6.815399646759033,4.324037075042725,2.0,7.0,0.00066560117236847,0.9993343988276315,0.20651000678103607,0.9991611725692112,-0.7926511657881752,-2.911885921764344,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.06904761904761908,1.0,0.0,2.0,0.0
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,457.48300000000023,457.1849002039999,33.0,60.0,0.1866000000000017,118.00110000000006,164.63,5.0,9.0,14.0,10.0,3.0,4.0,1.0,3.0,0.43478260869565216,4.0,0.0,0.0,0.0,0.0,189.75977888561786,5.750296329867208,0.18181818181818182,0.0,24.0,1.0,7.003715515136719,4.3149566650390625,3.0,6.0,0.0005861355531550717,0.9994138644468449,0.28649287677534024,0.9991785147841187,-0.7126856380087785,-3.0454019348702737,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.01521739130434785,1.0,0.0,3.0,0.0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,444.44000000000017,444.15326572799995,32.0,56.0,-0.21439999999999837,109.54090000000002,181.61999999999998,6.0,9.0,15.0,10.0,2.0,4.0,1.0,3.0,0.4090909090909091,5.0,0.0,0.0,0.0,0.0,182.42923685321395,5.700913651662936,0.1875,0.0,31.0,1.0,6.828237056732178,4.285377502441406,2.0,7.0,0.0006052059796563079,0.9993947940203437,0.21139571860324083,0.9992325606214255,-0.7878368420181847,-3.4324967896394165,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.040909090909090895,1.0,0.0,2.0,0.0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,460.43900000000014,460.1481803479999,33.0,57.0,-1.2435999999999974,110.9307,201.84999999999997,7.0,10.0,17.0,11.0,2.0,4.0,1.0,3.0,0.4090909090909091,6.0,0.0,0.0,0.0,0.0,187.22347060540994,5.673438503194241,0.18181818181818182,0.0,41.0,1.0,6.469334602355957,4.2775959968566895,2.0,8.0,0.0006746753648139893,0.999325324635186,0.1049931491319196,0.9992461785469468,-0.8942530294150272,-4.41450514744167,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.040909090909090895,1.0,0.0,1.0,0.0
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,444.44000000000017,444.153265728,32.0,56.0,-0.3475999999999985,109.7749,181.62,6.0,9.0,15.0,10.0,2.0,4.0,1.0,3.0,0.4090909090909091,6.0,0.0,0.0,0.0,0.0,182.42923685321395,5.700913651662936,0.1875,0.0,33.0,1.0,6.48228120803833,4.268077373504639,2.0,7.0,0.0006579694736306179,0.9993420305263694,0.10782761174869249,0.9992625085888163,-0.8914348968401238,-3.529394254929065,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.040909090909090895,1.0,0.0,2.0,0.0
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,315.869,315.084848256,21.0,39.0,5.188000000000004,92.26700000000004,3.24,0.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,135.16892574867748,6.436615511841785,0.5714285714285714,0.0,0.0,0.0,9.032855987548828,,1.0,0.0,0.022758616737226678,0.9772413832627733,0.9772413832627733,0.0,0.9772413832627733,3.5451458622201546,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2277777777777778,0.0,0.0,4.0,0.0
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,339.3660000000001,339.098787632,22.0,43.0,-0.3953999999999982,71.60420000000005,115.54,1.0,8.0,9.0,10.0,3.0,3.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,128.7270626681316,5.851230121278709,0.0,0.0,5.0,1.0,3.9567408561706543,9.230098724365234,1.0,2.0,0.9850727838510175,0.014927216148982514,0.00036023373455858107,0.014572231823914697,-0.014211998089356116,-0.4019316796982513,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.55,1.0,0.0,7.0,1.0
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,313.788,313.09818981199993,22.0,38.0,3.4292000000000025,88.60770000000004,36.86,1.0,4.0,5.0,5.0,0.0,4.0,2.0,2.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,133.92337538654567,6.087426153933894,0.5454545454545454,0.0,2.0,1.0,8.76789379119873,,2.0,0.0,0.04110342179073767,0.9588965782092623,0.9588965782092623,0.0,0.9588965782092623,2.043077977666283,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.2147058823529412,0.0,0.0,5.0,0.0
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,307.39,307.17835828,22.0,47.0,2.7711000000000015,85.33650000000006,48.0,0.0,5.0,5.0,5.0,8.0,2.0,1.0,1.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,131.70192668309824,5.986451212868102,0.2727272727272727,0.0,3.0,1.0,10.11693286895752,,1.0,0.0,0.0019152899666289303,0.9980847100333711,0.9980847100333711,0.0,0.9980847100333711,0.05333453359117124,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.13823529411764707,0.0,0.0,6.0,1.0
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,357.41900000000004,357.17043436399996,26.0,48.0,6.142000000000005,100.13070000000003,12.03,1.0,1.0,2.0,4.0,6.0,3.0,3.0,0.0,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,151.40628293606258,5.823318574463945,0.6153846153846154,2.0,0.0,0.0,9.366588592529297,,1.0,0.0,0.01068430571396406,0.9893156942860359,0.9893156942860359,0.0,0.9893156942860359,4.170746306154667,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1772727272727273,1.0,0.0,1.0,0.0
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,392.4060000000002,392.165997004,28.0,50.0,2.0816,102.03940000000004,100.59,3.0,6.0,9.0,9.0,3.0,4.0,2.0,2.0,0.47368421052631576,2.0,0.0,0.0,0.0,0.0,159.2783812646418,5.68851361659435,0.35714285714285715,2.0,9.0,1.0,8.595179557800293,6.593593597412109,4.0,3.0,0.008100893331308371,0.9918991066686916,0.9400263514404062,0.864925787810645,0.07510056362976125,-0.009867086372561396,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.023684210526315752,1.0,0.0,6.0,1.0
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,375.40000000000015,375.15943440399997,27.0,49.0,1.9804,99.62600000000003,83.80000000000001,2.0,6.0,8.0,8.0,4.0,4.0,2.0,2.0,0.47368421052631576,1.0,0.0,0.0,0.0,0.0,154.88650039420972,5.736537051637397,0.37037037037037035,2.0,5.0,1.0,8.554757118225098,6.512564182281494,3.0,1.0,0.007507473512051848,0.9924925264879482,0.9345590452288817,0.8852786677958863,0.049280377432995404,-0.1441061914087034,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.023684210526315752,1.0,0.0,6.0,1.0
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,331.34700000000004,331.13321965599994,24.0,42.0,1.5833,88.47900000000006,74.57,2.0,5.0,7.0,7.0,3.0,4.0,2.0,2.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,137.04307093590964,5.710127955662902,0.4166666666666667,2.0,3.0,1.0,8.555000305175781,6.787389278411865,3.0,1.0,0.012828957186436306,0.9871710428135637,0.934593283091934,0.8038587198243208,0.13073456326761324,-0.3085086442160758,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.03823529411764709,0.0,0.0,6.0,1.0
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,314.4980000000001,314.18166983199995,22.0,48.0,4.271100000000003,96.88470000000005,19.03,1.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,0.5789473684210527,3.0,0.0,0.0,0.0,0.0,137.2078727191193,6.236721487232696,0.4090909090909091,2.0,0.0,0.0,8.175148963928223,13.986915588378906,2.0,1.0,0.14370568962507513,0.8562943103749249,0.8562942731736027,2.5887153517487863e-07,0.8562940143020675,3.4285739631506376,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.12894736842105264,1.0,0.0,6.0,0.0
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,340.4710000000002,340.226311516,25.0,53.0,2.931700000000001,101.01940000000005,51.370000000000005,2.0,2.0,4.0,5.0,3.0,4.0,2.0,2.0,0.55,3.0,0.0,0.0,0.0,0.0,148.9209227620059,5.956836910480235,0.36,2.0,1.0,1.0,7.6047563552856445,13.733647346496582,2.0,2.0,0.384268447999949,0.615731552000051,0.6157313737673535,4.6382318314809094e-07,0.6157309099441703,2.516334726327307,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.10000000000000003,1.0,0.0,6.0,1.0
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,451.61500000000024,451.29472542400003,33.0,70.0,3.193900000000001,132.36540000000002,71.68,2.0,4.0,6.0,7.0,8.0,4.0,2.0,2.0,0.5384615384615384,3.0,0.0,0.0,0.0,0.0,196.34232818644838,5.949767520801466,0.2727272727272727,2.0,6.0,1.0,9.797452926635742,12.9149751663208,3.0,2.0,0.003988504552521587,0.9960114954474785,0.9960114832622149,3.0550864700871402e-06,0.9960084281757448,0.7947100920958805,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.08846153846153842,1.0,0.0,4.0,0.0
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,421.4530000000002,421.163770836,31.0,54.0,1.8468000000000002,113.58060000000002,104.89,2.0,8.0,10.0,8.0,3.0,5.0,3.0,2.0,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,177.87713663248533,5.737972149435011,0.5161290322580645,2.0,5.0,1.0,7.986653804779053,8.663963317871094,3.0,2.0,0.19511152268619264,0.8048884773138074,0.7942637057736674,0.051642669953272755,0.7426210358203947,1.1370829182477207,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.10217391304347828,1.0,0.0,6.0,1.0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,461.5560000000001,461.227868988,34.0,63.0,5.8570000000000055,131.1467,41.03,1.0,3.0,4.0,6.0,7.0,5.0,4.0,1.0,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,197.39711040405618,5.805797364825182,0.6176470588235294,2.0,1.0,1.0,9.12796688079834,12.157669067382812,2.0,1.0,0.01836435624841871,0.9816356437515813,0.9816353228981843,1.7471224523714385e-05,0.9816178516736607,4.120975709013492,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.12857142857142856,0.0,1.0,2.0,0.0
