smiles,mol_weight,exact_mol_weight,heavy_atom_count,heteroatom_count,oxygen_nitrogen_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,heterocycle_ring_count,aromatic_heterocycle_ring_count,fused_ring_count,fraction_csp3,aromatic_atom_fraction,ring_to_rotatable_ratio,planarity_proxy_score,formal_charge,positive_formal_atom_count,negative_formal_atom_count,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,net_charge_proxy_ph74,estimated_logd_ph74,carboxylic_acid_count,tetrazole_ring_count,acidic_sulfonamide_count,sulfonylurea_count,acidic_group_attached_to_aromatic_scaffold_count,anionic_motif_family_count,anionic_motif_present,benzylic_ch_site_count,allylic_ch_site_count,alpha_heteroatom_ch_site_count,oxidation_site_proxy_count,oxidation_site_present,oxidation_site_min_heavy_degree,oxidation_site_mean_heavy_degree,acidic_to_oxidation_min_graph_distance,acidic_to_oxidation_distance_4_8,known_cyp2c9_motif_present,mw_gt_300,logp_ge_2,logp_in_2_5,estimated_logd_ge_2,estimated_logd_in_2_5,tpsa_40_150,hba_ge_3,hba_ge_5,hbd_le_3,rotatable_bonds_le_7,rotatable_bonds_gt_10,aromatic_ring_count_ge_1,aromatic_ring_count_ge_2,heterocycle_present,most_acidic_pka_in_3_8p5,most_basic_pka_lt_8,acid_deprotonated_fraction_ge_0p5,base_protonated_fraction_le_0p5,predicted_neutral_or_anionic_ph74,semi_rigid_aromatic_scaffold,weak_acidic_lipophilic_profile,cyp2c9_primary_rule_pass_count,cyp2c9_substrate_heuristic_pass,pka_features_available
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,416.52600000000024,416.25358888400007,30.0,9.0,9.0,1.3838999999999997,114.45600000000009,85.49000000000001,0.0,8.0,8.0,9.0,3.0,2.0,1.0,2.0,1.0,0.0,0.6190476190476191,0.36666666666666664,0.3333333333333333,-0.25238095238095243,0.0,0.0,0.0,7.4485368728637695,,1.0,0.0,0.4720889755372387,0.5279110244627613,0.5279110244627613,0.0,0.5279110244627613,1.0579238586832203,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,1.0,1.875,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31,285.101445352,22.0,5.0,5.0,2.65916,79.57700000000001,78.29,0.0,5.0,5.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.058823529411764705,0.7727272727272727,1.0,0.713903743315508,0.0,0.0,0.0,1.8711358308792114,,1.0,0.0,0.9999970410709896,2.958929010365985e-06,2.9589290103178366e-06,0.0,2.9589290103178366e-06,2.659158714951557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,9.0,,1.0
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,280.32300000000004,280.109944372,21.0,3.0,3.0,4.247200000000003,83.68400000000004,39.44,0.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,0.16666666666666666,0.7619047619047619,1.0,0.5952380952380952,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.247200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,8.0,,1.0
CC1=C(/C=C\C(C)=C/C=C\C(C)=C/C(=O)O)C(C)(C)CCC1,300.44200000000006,300.208930136,22.0,2.0,2.0,5.602600000000005,93.76180000000005,37.3,1.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.45,0.0,0.2,-0.45,0.0,0.0,0.0,,5.005133152008057,0.0,1.0,0.004012242300226565,0.9959877576997734,0.0,0.9959877576997734,-0.9959877576997734,3.2059871522830505,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,10.0,1.0,1.0,1.7,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,385.5120000000001,385.24777523200004,28.0,7.0,7.0,2.0881999999999996,106.77400000000006,69.64000000000001,0.0,6.0,6.0,6.0,4.0,1.0,3.0,3.0,1.0,0.0,0.7142857142857143,0.21428571428571427,0.6666666666666666,-0.5,0.0,0.0,0.0,7.555412292480469,,4.0,0.0,0.41148011300190346,0.5885198869980965,0.5885198869980965,0.0,0.5885198869980965,1.702548850429839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,1.0,2.0,2.0,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,,9.0,,1.0
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,448.39400000000006,447.14803246400004,30.0,7.0,5.0,4.859300000000005,123.23670000000006,44.81,1.0,4.0,5.0,7.0,4.0,2.0,2.0,2.0,0.0,2.0,0.43478260869565216,0.4,0.5714285714285714,-0.03478260869565214,0.0,0.0,0.0,7.694855213165283,13.806497573852539,3.0,1.0,0.3365001998605362,0.6634998001394639,0.6634996681656544,3.921951834737457e-07,0.663499275970471,4.386285326504435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,1.0,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,288.43500000000006,288.22016351599996,21.0,3.0,3.0,3.8965400000000026,88.66570000000006,32.34,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.6111111111111112,0.2857142857142857,0.4,-0.32539682539682546,0.0,0.0,0.0,8.446552276611328,13.90919017791748,2.0,1.0,0.08243025824854751,0.9175697417514525,0.9175697162305233,3.096062275082753e-07,0.9175694066242958,2.812626660461726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,1.0,1.0,1.8,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,274.408,274.204513452,20.0,3.0,3.0,3.5064400000000013,84.04870000000005,32.34,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.5882352941176471,0.3,0.5,-0.2882352941176471,0.0,0.0,0.0,8.361185073852539,13.904584884643555,2.0,1.0,0.09857041457585122,0.9014295854241487,0.9014295545807877,3.129067843307022e-07,0.9014292416740033,2.500186583151054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,1.0,1.0,1.8,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0
Cn1cc([S@H](C)=O)c(=O)c2ccc(F)cc21,240.279,240.049452812,16.0,5.0,3.0,1.1473000000000002,62.874400000000016,39.07,1.0,3.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.18181818181818182,0.625,2.0,0.4431818181818182,0.0,0.0,0.0,2.1748270988464355,,1.0,0.0,0.9999940457849934,5.954215006598318e-06,5.95421500654507e-06,0.0,5.95421500654507e-06,1.1472974141095802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,7.0,,1.0
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,581.6730000000001,581.2638192200001,43.0,10.0,10.0,1.990800000000002,157.9851999999997,118.21000000000001,3.0,6.0,9.0,4.0,8.0,3.0,5.0,5.0,1.0,7.0,0.42424242424242425,0.3488372093023256,2.0,-0.07540521494009866,0.0,0.0,0.0,7.067583084106445,9.829663276672363,2.0,3.0,0.6800005325139952,0.31999946748600483,0.3174710663537825,0.003704459998076668,0.31376660635570586,1.8233092528059427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,9.0,1.0,1.0,2.3333333333333335,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0
Clc1cccc([C@H](c2ccc3nc[nH]c3c2)n2ccnc2)c1,308.77200000000005,308.082874096,22.0,5.0,4.0,4.050500000000003,87.0137,46.5,1.0,3.0,4.0,3.0,4.0,4.0,0.0,2.0,2.0,2.0,0.058823529411764705,0.9090909090909091,1.3333333333333333,0.8502673796791443,0.0,0.0,0.0,6.33625602722168,11.80120849609375,3.0,1.0,0.9204781674145908,0.07952183258540924,0.07948528951825985,3.96985151169106e-05,0.07944559100314294,4.014513492042844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0
O=C(N[C@H](Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,370.79200000000003,370.07203464,26.0,7.0,6.0,2.6071999999999997,98.61470000000001,99.26,3.0,3.0,6.0,5.0,3.0,3.0,0.0,1.0,1.0,2.0,0.10526315789473684,0.6153846153846154,0.6,0.5101214574898786,0.0,0.0,0.0,,3.5123300552368164,0.0,3.0,0.00012950120512489338,0.9998704987948751,0.0,0.9998704987948751,-0.9998704987948751,-1.2805261900641511,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,363.50500000000017,363.231062548,27.0,4.0,4.0,3.308500000000002,113.40080000000005,29.950000000000003,1.0,4.0,5.0,6.0,4.0,2.0,2.0,2.0,0.0,3.0,0.391304347826087,0.4444444444444444,0.6666666666666666,0.053140096618357446,0.0,0.0,0.0,7.59557580947876,13.848727226257324,3.0,1.0,0.38928218337421666,0.6107178166257834,0.6107176780978673,3.558546287068049e-07,0.6107173222432386,2.8987645274291083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,10.0,1.0,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,628.8139999999999,628.362470636,46.0,9.0,9.0,4.328140000000003,179.5358999999995,120.0,4.0,5.0,9.0,15.0,4.0,3.0,1.0,1.0,0.0,0.0,0.43243243243243246,0.391304347826087,0.26666666666666666,-0.04112808460634548,0.0,0.0,0.0,,13.65642261505127,0.0,4.0,0.9999994459140418,5.540859582264801e-07,0.0,5.540859582306448e-07,-5.540859582306448e-07,4.328139759363462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,11.0,1.0,1.0,2.1818181818181817,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,352.7700000000001,352.071365944,24.0,7.0,6.0,2.8103000000000007,86.12550000000006,71.06,0.0,6.0,6.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,0.4117647058823529,0.25,1.0,-0.16176470588235292,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.8103000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,1.0,1.4,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,,10.0,,1.0
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,440.4630000000001,440.15968850000013,33.0,9.0,9.0,4.028600000000002,122.01299999999999,118.81,2.0,7.0,9.0,7.0,5.0,5.0,0.0,2.0,2.0,2.0,0.125,0.7878787878787878,0.7142857142857143,0.6628787878787878,0.0,0.0,0.0,5.330237865447998,2.7921817302703857,2.0,2.0,2.446178837839562e-05,0.9999755382116216,0.008444132786986618,0.9999753298939704,-0.9915311971069838,-0.582911795276968,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,243.39399999999992,243.19869979999999,18.0,1.0,1.0,4.331900000000004,76.62900000000006,3.24,0.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.6470588235294118,0.3333333333333333,1.5,-0.3137254901960785,0.0,0.0,0.0,9.01882266998291,,1.0,0.0,0.023488468788236072,0.9765115312117639,0.9765115312117639,0.0,0.9765115312117639,2.702754706071148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,5.0,,1.0
O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,200.16899999999998,200.059720368,14.0,6.0,5.0,-0.015300000000000313,45.503700000000016,64.09,1.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.5,0.42857142857142855,2.0,-0.07142857142857145,0.0,0.0,0.0,2.5546579360961914,7.514190196990967,1.0,1.0,0.5653489919691689,0.4346510080308311,1.4277485751316312e-05,0.43464293615340766,-0.4346286586676563,-0.2629833778515158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.5,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C\C(=O)OC(C)(C)C,455.5510000000002,455.23078777599994,33.0,7.0,7.0,4.402500000000004,125.86370000000007,90.92999999999999,1.0,7.0,8.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,0.4230769230769231,0.18181818181818182,0.2857142857142857,-0.24125874125874125,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.402500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,7.0,1.0,1.0,1.8571428571428572,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,,10.0,,1.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)[C@@H]1c1ccccc1[N+](=O)[O-],388.3760000000001,388.12705098,28.0,9.0,9.0,2.1347999999999994,98.02910000000006,124.84,1.0,8.0,9.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.3157894736842105,0.21428571428571427,0.3333333333333333,-0.10150375939849623,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1347999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,1.0,1.0,1.5,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,,10.0,,1.0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,384.259,383.069113448,25.0,7.0,5.0,3.9643000000000033,96.38770000000002,64.63,1.0,5.0,6.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.24,0.5,-0.09333333333333332,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.9643000000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,1.0,1.0,1.6,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,,10.0,,1.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],346.33900000000006,346.11648629599995,25.0,8.0,8.0,2.1756,88.40510000000003,107.77000000000001,1.0,7.0,8.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.29411764705882354,0.24,0.5,-0.05411764705882355,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,1.0,1.0,1.4,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,,10.0,,1.0
CCCOCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1,490.55300000000034,490.23151604799995,35.0,10.0,10.0,3.7692000000000023,128.51110000000006,126.23000000000002,1.0,9.0,10.0,14.0,2.0,1.0,1.0,1.0,0.0,0.0,0.52,0.17142857142857143,0.14285714285714285,-0.3485714285714286,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.7692000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,9.0,1.0,1.0,1.8888888888888888,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,0.0,,9.0,,1.0
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,385.3760000000001,385.127385328,28.0,9.0,9.0,2.4578800000000003,97.55610000000006,131.56,1.0,8.0,9.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.3157894736842105,0.21428571428571427,0.4,-0.10150375939849623,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.4578800000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,,10.0,,1.0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,418.44600000000014,418.174001172,30.0,9.0,9.0,2.9708000000000014,108.43610000000007,117.0,1.0,8.0,9.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0.42857142857142855,0.2,0.25,-0.22857142857142854,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.9708000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,1.0,1.0,1.8571428571428572,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,0.0,,9.0,,1.0
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,408.88200000000006,408.14519958,28.0,8.0,7.0,2.266300000000001,105.57710000000003,99.88000000000001,2.0,7.0,9.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0.4,0.21428571428571427,0.25,-0.18571428571428575,0.0,0.0,0.0,8.69527816772461,,1.0,0.0,0.04822329731160213,0.9517767026883979,0.9517767026883979,0.0,0.9517767026883979,0.949556902334997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,1.0,1.0,1.8571428571428572,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,7.0,,1.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@H]1c1ccccc1[N+](=O)[O-],388.4200000000001,388.16343648799995,28.0,8.0,8.0,3.201800000000002,102.18610000000007,107.77000000000001,1.0,7.0,8.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.4,0.21428571428571427,0.3333333333333333,-0.18571428571428575,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.201800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,1.0,1.0,1.6,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,,10.0,,1.0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc([N+](=O)[O-])c1,360.36600000000004,360.13213635999995,26.0,8.0,8.0,2.5657000000000005,93.02210000000004,107.77000000000001,1.0,7.0,8.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.23076923076923078,0.4,-0.10256410256410253,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5657000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,1.0,1.0,1.6,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,,10.0,,1.0
CCOc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CN(Cc2ccc(F)cc2)CCO1,421.9000000000002,421.15684756,29.0,8.0,6.0,3.0908000000000015,110.78360000000004,76.82,2.0,5.0,7.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0,0.38095238095238093,0.41379310344827586,0.42857142857142855,0.032840722495894925,0.0,0.0,0.0,6.045685768127441,13.343345642089844,2.0,3.0,0.957645251213078,0.042354748786922025,0.04235365770083649,1.1393413595203442e-06,0.04235251835947697,3.0720046594198887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,1.0,2.0,2.142857142857143,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,1.0
CN(C)CC(Oc1ccccc1)Oc1ccccc1,257.33299999999997,257.141578848,19.0,3.0,3.0,3.0321000000000016,76.48200000000006,21.700000000000003,0.0,3.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.25,0.631578947368421,0.3333333333333333,0.381578947368421,0.0,0.0,0.0,7.051363468170166,,1.0,0.0,0.6905656906024303,0.30943430939756966,0.30943430939756966,0.0,0.30943430939756966,2.8713049974826177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.75,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,1.0,,7.0,,1.0
Cc1c(-c2cnccn2)ssc1=S,226.351,225.969311192,13.0,5.0,2.0,3.3045100000000014,58.79300000000002,25.78,0.0,5.0,5.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.125,0.8461538461538461,2.0,0.7211538461538461,0.0,0.0,0.0,1.0706498622894287,,2.0,0.0,0.9999995315646526,4.6843534740048653e-07,4.684353474324505e-07,0.0,4.684353474324505e-07,3.3045097965610672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,8.0,,1.0
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,247.33799999999994,247.157228912,18.0,3.0,3.0,2.2131,71.48400000000005,29.54,0.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.5333333333333333,0.3333333333333333,0.6666666666666666,-0.2,0.0,0.0,0.0,7.885703086853027,,1.0,0.0,0.24631325807248494,0.7536867419275151,0.7536867419275151,0.0,0.7536867419275151,1.6045877888295836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.75,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,,7.0,,1.0
N#Cc1ccc([C@H]2CCCc3cncn32)cc1,223.279,223.110947416,17.0,3.0,3.0,2.680480000000001,64.46100000000003,41.61,0.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,0.2857142857142857,0.6470588235294118,3.0,0.3613445378151261,0.0,0.0,0.0,6.924881458282471,,2.0,0.0,0.7491343628734818,0.2508656371265182,0.2508656371265182,0.0,0.2508656371265182,2.5550397186623295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.5,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,,8.0,,1.0
